Altitude(km) sigma_p sigma_h sigma_0 kappa_i kappa_e nu_in nu_en omega_e omega_i
  740.00 0.00000000071940169282 0.00000000000000061083 296303.39643542008707299829 1173847.83505668118596076965 -350875763.73770296573638916016 0.00012741860758125440 0.01243238542838322018 4362222.73226545192301273346 149.57005665519230319660
  745.00 0.00000000065204403219 0.00000000000000051426 310105.35254911147058010101 1263781.49164971080608665943 -376322640.44162160158157348633 0.00011807004815559041 0.01156417252581872120 4351859.93943855725228786469 149.21474157722522591030
  750.00 0.00000000059123151504 0.00000000000000043316 324620.87652813398744910955 1360457.17982268705964088440 -403584049.28971874713897705078 0.00010941953825330241 0.01075744017972130040 4341531.26772384252399206161 148.86059642958841209293
  755.00 0.00000000053630417086 0.00000000000000036497 339888.24051768076606094837 1464368.60791322449222207069 -432787346.15024667978286743164 0.00010141410603239282 0.01000777196332748933 4331237.06888534780591726303 148.50763327341920216895
  760.00 0.00000000048667181482 0.00000000000000030773 355947.80404962564352899790 1576044.76571697741746902466 -464067948.01634323596954345703 0.00009400483872018201 0.00931108652029731879 4320976.81527701020240783691 148.15583401701152865826
  765.00 0.00000000044180527327 0.00000000000000025959 372843.19370514829643070698 1696053.73951589409261941910 -497571750.51440429687500000000 0.00008714653389056065 0.00866357601355838454 4310750.68278084974735975266 147.80520469093400492966
  770.00 0.00000000040122917829 0.00000000000000021907 390619.92803803912829607725 1825004.95770485559478402138 -533455059.77447658777236938477 0.00008079743925130065 0.00806170653919545920 4300558.14375080261379480362 147.45572720348056350304
  775.00 0.00000000036451846194 0.00000000000000018499 409326.37928541243309155107 1963550.79764884128235280514 -571884154.79074120521545410156 0.00007491907403738501 0.00750221760496021413 4290399.37406889069825410843 147.10740758521993143404
  780.00 0.00000000033129215157 0.00000000000000015633 429012.75397777382750064135 2112382.77587368618696928024 -613036648.60199272632598876953 0.00006947615814793936 0.00698208534125015125 4280274.19785309303551912308 146.76023980558338166702
  785.00 0.00000000030120583512 0.00000000000000013214 449735.47145034704590216279 2272260.19442607043310999870 -657106405.85399019718170166016 0.00006443549561911632 0.00649846390979820152 4270182.26333936490118503571 146.41421180343343166896
  790.00 0.00000000027395304850 0.00000000000000011171 471550.44247185258427634835 2443975.29064406966790556908 -704295978.20538413524627685547 0.00005976710326734768 0.00604876884485827052 4260123.57052770722657442093 146.06932357877019512671
  795.00 0.00000000024925688099 0.00000000000000009452 494519.50508082914166152477 2628387.51617127843201160431 -754826039.64645290374755859375 0.00005544295436058852 0.00563056614412344499 4250097.94353609811514616013 145.72556910102483129776
  800.00 0.00000000022686832385 0.00000000000000007995 518708.78741782880388200283 2826420.52570279501378536224 -808933767.59879708290100097656 0.00005143712374629001 0.00524159749081640636 4240105.20648251660168170929 145.38294233962869839161
  805.00 0.00000000020656432640 0.00000000000000006772 544187.46005812124349176884 3039054.66249765828251838684 -866871444.46930313110351562500 0.00004772584221153132 0.00487978394761480212 4230145.35936696268618106842 145.04144329458179640824
  810.00 0.00000000018814368747 0.00000000000000005740 571029.14334286120720207691 3267340.18812053697183728218 -928911345.96818327903747558594 0.00004428711355536916 0.00454318729620938836 4220218.22630741447210311890 144.70106593531545513542
  815.00 0.00000000017142534973 0.00000000000000004863 599314.40139082656241953373 3512408.63593382108956575394 -995347278.62875199317932128906 0.00004110051339806925 0.00423000448782078712 4210323.45553982816636562347 144.36179820069213519673
  820.00 0.00000000015624634374 0.00000000000000004125 629127.63891386659815907478 3775463.24387852614745497704 -1066494586.08974432945251464844 0.00003814727804721665 0.00393856778809073375 4200461.22294622659683227539 144.02364612128064891294
  825.00 0.00000000014245960947 0.00000000000000003498 660560.61871634039562195539 4057802.66555776353925466537 -1142694154.72431421279907226562 0.00003540995200568560 0.00366732529385660174 4190631.17676256643608212471 143.68659763594351375104
  830.00 0.00000000012993322864 0.00000000000000002971 693709.19369598664343357086 4360801.50058227404952049255 -1224308604.13667845726013183594 0.00003287254572237952 0.00341485237217208125 4180833.14110682578757405281 143.35064671411205949880
  835.00 0.00000000011854751719 0.00000000000000002520 728678.12399431329686194658 4685948.27569910697638988495 -1311734008.41107821464538574219 0.00003052013913543452 0.00317981167617318672 4171067.11597900371998548508 143.01579335578622931280
  840.00 0.00000000010819508817 0.00000000000000002139 765574.65091897826641798019 5034818.86138544231653213501 -1405387703.61323046684265136719 0.00002833905954883454 0.00296098572287088919 4161332.92549708019942045212 142.68203153039735298080
  845.00 0.00000000009877883786 0.00000000000000001821 804514.01959869358688592911 5409104.62070415169000625610 -1505720359.66054534912109375000 0.00002631662192169147 0.00275723878144080699 4151630.56966105569154024124 142.34936123794548734622
  850.00 0.00000000009021124181 0.00000000000000001548 845617.22682604298461228609 5810615.16109835822135210037 -1613210528.38254976272583007812 0.00002444108935961254 0.00256752571840558825 4141959.52082486450672149658 142.01776438672439439870
  855.00 0.00000000008241278327 0.00000000000000001314 889009.58258322463370859623 6241297.87690469995141029358 -1728370918.14910101890563964844 0.00002270156878141821 0.00239087575899380334 4132320.13075254857540130615 141.68725303787149982782
  860.00 0.00000000007531213144 0.00000000000000001117 934825.98228418221697211266 6703231.03808873426169157028 -1851746989.65736126899719238281 0.00002108801088556625 0.00222639048143444956 4122711.87179804546758532524 141.35780909968073615346
  865.00 0.00000000006884483278 0.00000000000000000954 983197.48054154089186340570 7198605.23171873390674591064 -1983905812.67176747322082519531 0.00001959121719598015 0.00207325110575896270 4113134.91984337521716952324 141.02943860272077358786
  870.00 0.00000000006295205483 0.00000000000000000813 1034270.77800996636506170034 7729828.23665888793766498566 -2125467654.56158185005187988281 0.00001820249107458445 0.00193067578060647526 4103588.92312449635937809944 140.70212948585424328485
  875.00 0.00000000005758129905 0.00000000000000000693 1088193.63344313134439289570 8299410.98782547004520893097 -2277075606.08928012847900390625 0.00001691395714165746 0.00179795254522650458 4094073.88164140703156590462 140.37588174908103155758
  880.00 0.00000000005268458806 0.00000000000000000587 1145117.00487155327573418617 8910061.70945974998176097870 -2439414289.14804220199584960938 0.00001571826188168517 0.00167441400249262085 4084589.44363006530329585075 140.05068333126379798159
  885.00 0.00000000004821870600 0.00000000000000000500 1205207.30470309918746352196 9564678.33332157693803310394 -2613219166.58791160583496093750 0.00001460859794690531 0.00155943130873841332 4075135.78497249307110905647 139.72654026297126961254
  890.00 0.00000000004414435274 0.00000000000000000426 1268637.06319201015867292881 10266375.86296349577605724335 -2799271880.01705312728881835938 0.00001357864239283700 0.00145241795154313433 4065712.72978666657581925392 139.40344651363466255134
  895.00 0.00000000004042605255 0.00000000000000000365 1335585.45369498780928552151 11018452.50469931960105895996 -2998401180.81167364120483398438 0.00001262258833196395 0.00135282761768740060 4056319.92630854528397321701 139.08139002211660795183
  900.00 0.00000000003703173897 0.00000000000000000310 1406242.48557932651601731777 11824420.21599245816469192505 -3211487625.46775054931640625000 0.00001173506761885412 0.00126015038714299629 4046957.37453812826424837112 138.76037078841710581401
  905.00 0.00000000003393201292 0.00000000000000000267 1480814.55031489348039031029 12688112.05387852154672145844 -3439489942.98428726196289062500 0.00001091103090783697 0.00117390222548234341 4037624.89859339315444231033 138.44038278196740066051
  910.00 0.00000000003110063461 0.00000000000000000229 1559513.15681097796186804771 13613522.48974870145320892334 -3683403351.30318975448608398438 0.00001014589913130685 0.00109364142730909979 4028322.49847434181720018387 138.12142600276754933475
  915.00 0.00000000002851342575 0.00000000000000000193 1642566.91715097590349614620 14605003.39123245328664779663 -3944318808.11718416213989257812 0.00000943536202826038 0.00101894653901403085 4019049.99829895235598087311 137.80349442024882478108
  920.00 0.00000000002614870710 0.00000000000000000168 1730213.43520080321468412876 15667145.04680958017706871033 -4223374520.07126283645629882812 0.00000877547131867780 0.00094943207218040906 4009807.22218520008027553558 137.48658200384241467873
  925.00 0.00000000002398669426 0.00000000000000000143 1822709.34423681325279176235 16804875.19995222613215446472 -4521803950.32814311981201171875 0.00000816255325442336 0.00088473410481291863 4000594.17013308918103575706 137.17068875354846113623
  930.00 0.00000000002200939164 0.00000000000000000123 1920321.45953306043520569801 18023465.20289451256394386292 -4840916640.68310165405273437500 0.00000759320147749673 0.00082451543512125961 3991410.49037857400253415108 136.85580260822948162058
  935.00 0.00000000002020055759 0.00000000000000000104 2023330.54957239422947168350 19328495.14479651302099227905 -5182095817.62981986999511718750 0.00000706428113233866 0.00076846440572823200 3982256.18292165640741586685 136.54192356788547613178
  940.00 0.00000000001854529245 0.00000000000000000089 2132043.13548225583508610725 20726018.67911380901932716370 -5546849920.44061946868896484375 0.00000657285191824121 0.00071628605510327633 3973131.24776233406737446785 136.22905163251641624811
  945.00 0.00000000001703012927 0.00000000000000000075 2246776.45702621433883905411 22222457.52844594046473503113 -5936764682.77222061157226562500 0.00000611620810016190 0.00066770969458158273 3964035.33313656598329544067 135.91717474098493312340
  950.00 0.00000000001564286398 0.00000000000000000066 2367863.43705508625134825706 23824602.32437892258167266846 -6353524695.25161647796630859375 0.00000569185966031969 0.00062248415308752082 3954968.43904435122385621071 135.60629289329099833594
  955.00 0.00000000001437232661 0.00000000000000000057 2495652.02737642591819167137 25539734.00165706500411033630 -6798930211.11887645721435546875 0.00000529748689162762 0.00058037521241688427 3945930.56548568978905677795 135.29640608943461188574
  960.00 0.00000000001320834450 0.00000000000000000048 2630528.98768176604062318802 27375751.33745811507105827332 -7274927285.86096572875976562500 0.00000493091497669967 0.00054116298431574163 3936921.36069653881713747978 134.98750226827834808319
  965.00 0.00000000001214172217 0.00000000000000000039 2772880.75384065182879567146 29340888.09178918600082397461 -7783548709.46603870391845703125 0.00000459016717587056 0.00050464652709115770 3927940.82467689877375960350 134.67958142982220692829
  970.00 0.00000000001116402961 0.00000000000000000035 2923127.08807645086199045181 31444063.62955705448985099792 -8326990156.33133888244628906250 0.00000427338670844558 0.00047063691488178440 3918988.95742676919326186180 134.37264357406621684277
  975.00 0.00000000001026761854 0.00000000000000000031 3081712.12747591035440564156 33694773.44002050161361694336 -8907581437.18242454528808593750 0.00000397885674698252 0.00043895926573969186 3910065.40718210628256201744 134.06667663987286687188
  980.00 0.00000000000944550484 0.00000000000000000026 3249099.67342225555330514908 36103131.05944880098104476929 -9527807887.56128120422363281250 0.00000370498820106257 0.00040945095074323805 3901169.99806088907644152641 133.76167459667354364683
  985.00 0.00000000000869134977 0.00000000000000000022 3425781.23494762880727648735 38679901.75821741670370101929 -10190301557.93994522094726562500 0.00000345030993976744 0.00038196152093206772 3892303.08182716090232133865 133.45764950560561601378
  990.00 0.00000000000799932233 0.00000000000000000018 3612281.93439588788896799088 41436701.91177482157945632935 -10897911102.61686134338378906250 0.00000321344535402217 0.00035634938828050443 3883463.95495283603668212891 133.15457724439428943697
  995.00 0.00000000000736417008 0.00000000000000000018 3809143.68799312878400087357 44385707.27117640525102615356 -11653607876.59040260314941406250 0.00000299313626033960 0.00033248527067615715 3874652.96920195687562227249 132.85246987417690434086
